step,elapsed_sec,scene,action_kind,action_key,action_ds_x,action_ds_y
179,17.969,UNKNOWN,-,-,-,-
180,18.07,UNKNOWN,-,-,-,-
181,18.169,UNKNOWN,-,-,-,-
182,18.269,UNKNOWN,-,-,-,-
183,18.369,UNKNOWN,-,-,-,-
184,18.47,UNKNOWN,-,-,-,-
185,18.57,UNKNOWN,-,-,-,-
186,18.67,UNKNOWN,-,-,-,-
187,18.77,UNKNOWN,-,-,-,-
188,18.87,UNKNOWN,-,-,-,-
189,18.97,UNKNOWN,-,-,-,-
190,19.069,UNKNOWN,-,-,-,-
191,19.17,UNKNOWN,-,-,-,-
192,19.27,UNKNOWN,-,-,-,-
193,19.37,UNKNOWN,-,-,-,-
194,19.47,UNKNOWN,-,-,-,-
195,19.569,UNKNOWN,-,-,-,-
196,19.67,UNKNOWN,-,-,-,-
197,19.769,UNKNOWN,-,-,-,-
198,19.87,UNKNOWN,-,-,-,-
199,19.969,UNKNOWN,-,-,-,-
200,20.086,UNKNOWN,-,-,-,-
201,20.186,UNKNOWN,-,-,-,-
202,20.286,UNKNOWN,-,-,-,-
203,20.386,UNKNOWN,-,-,-,-
204,20.486,UNKNOWN,-,-,-,-
205,20.586,UNKNOWN,-,-,-,-
206,20.686,UNKNOWN,-,-,-,-
207,20.786,UNKNOWN,-,-,-,-
208,20.886,UNKNOWN,-,-,-,-
209,20.986,UNKNOWN,-,-,-,-
210,21.086,UNKNOWN,-,-,-,-
211,21.186,UNKNOWN,-,-,-,-
212,21.286,UNKNOWN,-,-,-,-
213,21.386,UNKNOWN,-,-,-,-
214,21.486,UNKNOWN,-,-,-,-
215,21.586,UNKNOWN,-,-,-,-
216,21.686,UNKNOWN,-,-,-,-
217,21.786,UNKNOWN,-,-,-,-
218,21.886,UNKNOWN,-,-,-,-
219,21.986,UNKNOWN,-,-,-,-
220,22.086,UNKNOWN,-,-,-,-
221,22.186,UNKNOWN,-,-,-,-
222,22.286,UNKNOWN,-,-,-,-
223,22.386,UNKNOWN,-,-,-,-
224,22.486,UNKNOWN,-,-,-,-
225,22.586,UNKNOWN,-,-,-,-
226,22.686,UNKNOWN,-,-,-,-
227,22.786,UNKNOWN,-,-,-,-
228,22.886,UNKNOWN,-,-,-,-
229,22.986,UNKNOWN,-,-,-,-
230,23.086,UNKNOWN,-,-,-,-
231,23.186,UNKNOWN,-,-,-,-
232,23.286,UNKNOWN,-,-,-,-
233,23.387,UNKNOWN,-,-,-,-
234,23.486,UNKNOWN,-,-,-,-
235,23.587,UNKNOWN,-,-,-,-
236,23.686,UNKNOWN,-,-,-,-
237,23.786,UNKNOWN,-,-,-,-
238,23.94,UNKNOWN,key,left,,
239,23.987,UNKNOWN,-,-,-,-
240,24.087,UNKNOWN,-,-,-,-
241,24.187,UNKNOWN,-,-,-,-
242,24.287,UNKNOWN,-,-,-,-
243,24.386,UNKNOWN,-,-,-,-
244,24.486,UNKNOWN,-,-,-,-
245,24.587,UNKNOWN,-,-,-,-
246,24.687,UNKNOWN,-,-,-,-
247,24.786,UNKNOWN,-,-,-,-
248,24.887,UNKNOWN,-,-,-,-
249,24.987,UNKNOWN,-,-,-,-
250,25.086,UNKNOWN,-,-,-,-
251,25.187,UNKNOWN,-,-,-,-
252,25.287,UNKNOWN,-,-,-,-
253,25.386,UNKNOWN,-,-,-,-
254,25.486,UNKNOWN,-,-,-,-
255,25.586,UNKNOWN,-,-,-,-
256,25.687,UNKNOWN,-,-,-,-
257,25.786,UNKNOWN,-,-,-,-
258,25.886,UNKNOWN,-,-,-,-
259,25.986,UNKNOWN,-,-,-,-
260,26.086,UNKNOWN,-,-,-,-
261,26.186,UNKNOWN,-,-,-,-
262,26.303,UNKNOWN,-,-,-,-
263,26.403,UNKNOWN,-,-,-,-
264,26.503,UNKNOWN,-,-,-,-
265,26.603,UNKNOWN,-,-,-,-
266,26.703,UNKNOWN,-,-,-,-
267,26.803,UNKNOWN,-,-,-,-
268,26.904,UNKNOWN,-,-,-,-
269,27.004,UNKNOWN,-,-,-,-
270,27.104,UNKNOWN,-,-,-,-
271,27.203,UNKNOWN,-,-,-,-
272,27.303,UNKNOWN,-,-,-,-
273,27.403,UNKNOWN,-,-,-,-
274,27.503,UNKNOWN,-,-,-,-
275,27.603,UNKNOWN,-,-,-,-
276,27.703,UNKNOWN,-,-,-,-
277,27.803,UNKNOWN,-,-,-,-
278,27.903,UNKNOWN,-,-,-,-
279,28.003,UNKNOWN,-,-,-,-
280,28.103,UNKNOWN,-,-,-,-
281,28.203,UNKNOWN,-,-,-,-
282,28.303,UNKNOWN,-,-,-,-
283,28.403,UNKNOWN,-,-,-,-
284,28.503,UNKNOWN,-,-,-,-
285,28.603,UNKNOWN,-,-,-,-
286,28.703,UNKNOWN,-,-,-,-
287,28.803,UNKNOWN,-,-,-,-
288,28.903,UNKNOWN,-,-,-,-
289,29.003,UNKNOWN,-,-,-,-
290,29.103,UNKNOWN,-,-,-,-
291,29.203,UNKNOWN,-,-,-,-
292,29.303,UNKNOWN,-,-,-,-
293,29.403,UNKNOWN,-,-,-,-
294,29.503,UNKNOWN,-,-,-,-
295,29.604,UNKNOWN,-,-,-,-
296,29.703,UNKNOWN,-,-,-,-
297,29.803,UNKNOWN,-,-,-,-
298,29.904,UNKNOWN,-,-,-,-
299,30.003,UNKNOWN,-,-,-,-
300,30.103,UNKNOWN,-,-,-,-
301,30.203,UNKNOWN,-,-,-,-
302,30.356,UNKNOWN,key,up,,
303,30.404,UNKNOWN,-,-,-,-
304,30.504,UNKNOWN,-,-,-,-
305,30.604,UNKNOWN,-,-,-,-
306,30.703,UNKNOWN,-,-,-,-
307,30.856,UNKNOWN,key,up,,
308,30.955,UNKNOWN,key,up,,
309,31.057,UNKNOWN,key,up,,
310,31.155,UNKNOWN,key,up,,
311,31.255,UNKNOWN,key,up,,
312,31.303,UNKNOWN,-,-,-,-
313,31.403,UNKNOWN,-,-,-,-
314,31.503,UNKNOWN,-,-,-,-
315,31.621,UNKNOWN,-,-,-,-
316,31.72,UNKNOWN,-,-,-,-
317,31.82,UNKNOWN,-,-,-,-
318,31.92,UNKNOWN,-,-,-,-
319,32.02,UNKNOWN,-,-,-,-
320,32.172,UNKNOWN,key,up,,
321,32.22,UNKNOWN,-,-,-,-
322,32.32,UNKNOWN,-,-,-,-
323,32.421,UNKNOWN,-,-,-,-
324,32.52,UNKNOWN,-,-,-,-
325,32.673,UNKNOWN,key,left,,
326,32.72,UNKNOWN,-,-,-,-
327,32.82,UNKNOWN,-,-,-,-
328,32.92,UNKNOWN,-,-,-,-
329,33.02,UNKNOWN,-,-,-,-
330,33.173,UNKNOWN,key,left,,
331,33.272,UNKNOWN,key,left,,
332,33.371,UNKNOWN,key,left,,
333,33.472,UNKNOWN,key,left,,
334,33.573,UNKNOWN,key,left,,
335,33.672,UNKNOWN,key,left,,
336,33.771,UNKNOWN,key,left,,
337,33.871,UNKNOWN,key,left,,
338,33.971,UNKNOWN,key,left,,
339,34.072,UNKNOWN,key,left,,
340,34.172,UNKNOWN,key,left,,
341,34.272,UNKNOWN,key,left,,
342,34.371,UNKNOWN,key,left,,
343,34.471,UNKNOWN,key,left,,
344,34.572,UNKNOWN,key,left,,
345,34.671,UNKNOWN,key,left,,
346,34.772,UNKNOWN,key,left,,
347,34.871,UNKNOWN,key,left,,
348,34.971,UNKNOWN,key,right,,
349,35.02,UNKNOWN,-,-,-,-
350,35.12,UNKNOWN,-,-,-,-
351,35.22,UNKNOWN,-,-,-,-
352,35.32,UNKNOWN,-,-,-,-
353,35.472,UNKNOWN,key,right,,
354,35.572,UNKNOWN,key,right,,
355,35.671,UNKNOWN,key,right,,
356,35.772,UNKNOWN,key,right,,
357,35.872,UNKNOWN,key,right,,
358,35.971,UNKNOWN,key,right,,
359,36.071,UNKNOWN,key,right,,
360,36.171,UNKNOWN,key,right,,
361,36.272,UNKNOWN,key,right,,
362,36.372,UNKNOWN,key,right,,
363,36.472,UNKNOWN,key,right,,
364,36.572,UNKNOWN,key,right,,
365,36.671,UNKNOWN,key,right,,
366,36.772,UNKNOWN,key,right,,
367,36.872,UNKNOWN,key,right,,
368,36.92,UNKNOWN,-,-,-,-
369,37.072,UNKNOWN,key,up,,
370,37.12,UNKNOWN,-,-,-,-
371,37.22,UNKNOWN,-,-,-,-
372,37.32,UNKNOWN,-,-,-,-
373,37.437,UNKNOWN,-,-,-,-
374,37.537,UNKNOWN,-,-,-,-
375,37.637,UNKNOWN,-,-,-,-
376,37.737,UNKNOWN,-,-,-,-
377,37.837,UNKNOWN,-,-,-,-
378,37.937,UNKNOWN,-,-,-,-
379,38.037,UNKNOWN,-,-,-,-
380,38.137,UNKNOWN,-,-,-,-
381,38.238,UNKNOWN,-,-,-,-
382,38.337,UNKNOWN,-,-,-,-
383,38.488,UNKNOWN,key,x,,
384,38.537,UNKNOWN,-,-,-,-
385,38.637,UNKNOWN,-,-,-,-
386,38.737,UNKNOWN,-,-,-,-
387,38.837,UNKNOWN,-,-,-,-
388,38.937,UNKNOWN,-,-,-,-
389,39.089,UNKNOWN,key,x,,
390,39.137,UNKNOWN,-,-,-,-
391,39.237,UNKNOWN,-,-,-,-
392,39.337,UNKNOWN,-,-,-,-
393,39.437,UNKNOWN,-,-,-,-
394,39.589,UNKNOWN,key,x,,
395,39.637,UNKNOWN,-,-,-,-
396,39.737,UNKNOWN,-,-,-,-
397,39.837,UNKNOWN,-,-,-,-
398,39.937,UNKNOWN,-,-,-,-
399,40.037,UNKNOWN,-,-,-,-
400,40.137,UNKNOWN,-,-,-,-
401,40.237,UNKNOWN,-,-,-,-
402,40.389,UNKNOWN,key,x,,
403,40.437,UNKNOWN,-,-,-,-
404,40.537,UNKNOWN,-,-,-,-
405,40.637,UNKNOWN,-,-,-,-
406,40.737,UNKNOWN,-,-,-,-
407,40.837,UNKNOWN,-,-,-,-
408,40.989,UNKNOWN,key,x,,
409,41.037,UNKNOWN,-,-,-,-
410,41.137,UNKNOWN,-,-,-,-
411,41.237,UNKNOWN,-,-,-,-
412,41.337,UNKNOWN,-,-,-,-
413,41.437,UNKNOWN,-,-,-,-
414,41.537,UNKNOWN,-,-,-,-
415,41.637,UNKNOWN,-,-,-,-
416,41.737,UNKNOWN,-,-,-,-
417,41.837,UNKNOWN,-,-,-,-
418,41.937,UNKNOWN,-,-,-,-
419,42.037,UNKNOWN,-,-,-,-
420,42.137,UNKNOWN,-,-,-,-
421,42.237,UNKNOWN,-,-,-,-
422,42.337,UNKNOWN,-,-,-,-
423,42.437,UNKNOWN,-,-,-,-
424,42.589,UNKNOWN,key,x,,
425,42.638,UNKNOWN,-,-,-,-
426,42.738,UNKNOWN,-,-,-,-
427,42.854,UNKNOWN,-,-,-,-
428,42.954,UNKNOWN,-,-,-,-
429,43.053,UNKNOWN,-,-,-,-
430,43.154,UNKNOWN,-,-,-,-
431,43.254,UNKNOWN,-,-,-,-
432,43.354,UNKNOWN,-,-,-,-
433,43.505,UNKNOWN,key,x,,
434,43.554,UNKNOWN,-,-,-,-
435,43.654,UNKNOWN,-,-,-,-
436,43.754,UNKNOWN,-,-,-,-
437,43.854,UNKNOWN,-,-,-,-
438,43.954,UNKNOWN,-,-,-,-
439,44.054,UNKNOWN,-,-,-,-
440,44.154,UNKNOWN,-,-,-,-
441,44.254,UNKNOWN,-,-,-,-
442,44.353,UNKNOWN,-,-,-,-
443,44.453,UNKNOWN,-,-,-,-
444,44.554,UNKNOWN,-,-,-,-
445,44.706,UNKNOWN,key,x,,
446,44.754,UNKNOWN,-,-,-,-
447,44.854,UNKNOWN,-,-,-,-
448,44.954,UNKNOWN,-,-,-,-
449,45.054,UNKNOWN,-,-,-,-
450,45.154,UNKNOWN,-,-,-,-
451,45.254,UNKNOWN,-,-,-,-
452,45.353,UNKNOWN,-,-,-,-
453,45.454,UNKNOWN,-,-,-,-
454,45.554,UNKNOWN,-,-,-,-
455,45.654,UNKNOWN,-,-,-,-
456,45.754,UNKNOWN,-,-,-,-
457,45.905,UNKNOWN,key,x,,
458,45.954,UNKNOWN,-,-,-,-
459,46.054,UNKNOWN,-,-,-,-
460,46.154,UNKNOWN,-,-,-,-
461,46.306,UNKNOWN,key,x,,
462,46.354,UNKNOWN,-,-,-,-
463,46.454,UNKNOWN,-,-,-,-
464,46.554,UNKNOWN,-,-,-,-
465,46.654,UNKNOWN,-,-,-,-
466,46.754,UNKNOWN,-,-,-,-
467,46.854,UNKNOWN,-,-,-,-
468,46.954,UNKNOWN,-,-,-,-
469,47.054,UNKNOWN,-,-,-,-
470,47.153,UNKNOWN,-,-,-,-
471,47.254,UNKNOWN,-,-,-,-
472,47.354,UNKNOWN,-,-,-,-
473,47.454,UNKNOWN,-,-,-,-
474,47.554,UNKNOWN,-,-,-,-
475,47.654,UNKNOWN,-,-,-,-
476,47.771,UNKNOWN,-,-,-,-
477,47.871,UNKNOWN,-,-,-,-
478,47.971,UNKNOWN,-,-,-,-
479,48.071,UNKNOWN,-,-,-,-
480,48.171,UNKNOWN,-,-,-,-
481,48.271,UNKNOWN,-,-,-,-
482,48.371,UNKNOWN,-,-,-,-
483,48.471,UNKNOWN,-,-,-,-
484,48.571,UNKNOWN,-,-,-,-
485,48.671,UNKNOWN,-,-,-,-
486,48.771,UNKNOWN,-,-,-,-
487,48.871,UNKNOWN,-,-,-,-
488,49.022,UNKNOWN,key,x,,
489,49.071,UNKNOWN,-,-,-,-
490,49.17,UNKNOWN,-,-,-,-
491,49.271,UNKNOWN,-,-,-,-
492,49.371,UNKNOWN,-,-,-,-
493,49.47,UNKNOWN,-,-,-,-
494,49.571,UNKNOWN,-,-,-,-
495,49.671,UNKNOWN,-,-,-,-
496,49.771,UNKNOWN,-,-,-,-
497,49.87,UNKNOWN,-,-,-,-
498,49.97,UNKNOWN,-,-,-,-
499,50.071,UNKNOWN,-,-,-,-
500,50.171,UNKNOWN,-,-,-,-
501,50.27,UNKNOWN,-,-,-,-
502,50.37,UNKNOWN,-,-,-,-
503,50.472,UNKNOWN,-,-,-,-
504,50.571,UNKNOWN,-,-,-,-
505,50.67,UNKNOWN,-,-,-,-
506,50.77,UNKNOWN,-,-,-,-
507,50.87,UNKNOWN,-,-,-,-
508,50.97,UNKNOWN,-,-,-,-
509,51.07,UNKNOWN,-,-,-,-
510,51.171,UNKNOWN,-,-,-,-
511,51.27,UNKNOWN,-,-,-,-
512,51.371,UNKNOWN,-,-,-,-
513,51.47,UNKNOWN,-,-,-,-
514,51.57,UNKNOWN,-,-,-,-
515,51.67,UNKNOWN,-,-,-,-
516,51.77,UNKNOWN,-,-,-,-
517,51.872,UNKNOWN,-,-,-,-
518,51.972,UNKNOWN,-,-,-,-
519,52.071,UNKNOWN,-,-,-,-
520,52.17,UNKNOWN,-,-,-,-
521,52.271,UNKNOWN,-,-,-,-
522,52.371,UNKNOWN,-,-,-,-
523,52.47,UNKNOWN,-,-,-,-
524,52.57,UNKNOWN,-,-,-,-
525,52.671,UNKNOWN,-,-,-,-
526,52.771,UNKNOWN,-,-,-,-
527,52.887,UNKNOWN,-,-,-,-
528,52.987,UNKNOWN,-,-,-,-
529,53.087,UNKNOWN,-,-,-,-
530,53.187,UNKNOWN,-,-,-,-
531,53.288,UNKNOWN,-,-,-,-
532,53.388,UNKNOWN,-,-,-,-
533,53.488,UNKNOWN,-,-,-,-
534,53.587,UNKNOWN,-,-,-,-
535,53.687,UNKNOWN,-,-,-,-
536,53.787,UNKNOWN,-,-,-,-
537,53.887,UNKNOWN,-,-,-,-
538,53.987,UNKNOWN,-,-,-,-
539,54.088,UNKNOWN,-,-,-,-
540,54.188,UNKNOWN,-,-,-,-
541,54.287,UNKNOWN,-,-,-,-
542,54.387,UNKNOWN,-,-,-,-
543,54.487,UNKNOWN,-,-,-,-
544,54.588,UNKNOWN,-,-,-,-
545,54.687,UNKNOWN,-,-,-,-
546,54.787,UNKNOWN,-,-,-,-
547,54.887,UNKNOWN,-,-,-,-
548,54.987,UNKNOWN,-,-,-,-
549,55.088,UNKNOWN,-,-,-,-
550,55.187,UNKNOWN,-,-,-,-
551,55.287,UNKNOWN,-,-,-,-
552,55.389,UNKNOWN,-,-,-,-
553,55.487,UNKNOWN,-,-,-,-
554,55.587,UNKNOWN,-,-,-,-
555,55.687,UNKNOWN,-,-,-,-
556,55.788,UNKNOWN,-,-,-,-
557,55.888,UNKNOWN,-,-,-,-
558,55.987,UNKNOWN,-,-,-,-
559,56.087,UNKNOWN,-,-,-,-
560,56.188,UNKNOWN,-,-,-,-
561,56.288,UNKNOWN,-,-,-,-
562,56.389,UNKNOWN,-,-,-,-
563,56.487,UNKNOWN,-,-,-,-
564,56.588,UNKNOWN,-,-,-,-
565,56.687,UNKNOWN,-,-,-,-
566,56.787,UNKNOWN,-,-,-,-
567,56.887,UNKNOWN,-,-,-,-
568,56.987,UNKNOWN,-,-,-,-
569,57.088,UNKNOWN,-,-,-,-
570,57.187,UNKNOWN,-,-,-,-
571,57.287,UNKNOWN,-,-,-,-
572,57.387,UNKNOWN,-,-,-,-
573,57.487,UNKNOWN,-,-,-,-
574,57.587,UNKNOWN,-,-,-,-
575,57.688,UNKNOWN,-,-,-,-
576,57.804,UNKNOWN,-,-,-,-
577,57.904,UNKNOWN,-,-,-,-
578,58.004,UNKNOWN,-,-,-,-
579,58.104,UNKNOWN,-,-,-,-
580,58.204,UNKNOWN,-,-,-,-
581,58.304,UNKNOWN,-,-,-,-
582,58.404,UNKNOWN,-,-,-,-
583,58.504,UNKNOWN,-,-,-,-
584,58.604,UNKNOWN,-,-,-,-
585,58.705,UNKNOWN,-,-,-,-
586,58.804,UNKNOWN,-,-,-,-
587,58.905,UNKNOWN,-,-,-,-
588,59.004,UNKNOWN,-,-,-,-
589,59.104,UNKNOWN,-,-,-,-
590,59.204,UNKNOWN,-,-,-,-
591,59.304,UNKNOWN,-,-,-,-
592,59.404,UNKNOWN,-,-,-,-
593,59.504,UNKNOWN,-,-,-,-
594,59.604,UNKNOWN,-,-,-,-
595,59.704,UNKNOWN,-,-,-,-
596,59.804,UNKNOWN,-,-,-,-
597,59.904,UNKNOWN,-,-,-,-
598,60.005,UNKNOWN,-,-,-,-
599,60.105,UNKNOWN,-,-,-,-
600,60.206,UNKNOWN,-,-,-,-
601,60.305,UNKNOWN,-,-,-,-
602,60.405,UNKNOWN,-,-,-,-
603,60.506,UNKNOWN,-,-,-,-
604,60.605,UNKNOWN,-,-,-,-
605,60.704,UNKNOWN,-,-,-,-
606,60.806,UNKNOWN,-,-,-,-
607,60.905,UNKNOWN,-,-,-,-
608,61.004,UNKNOWN,-,-,-,-
609,61.104,UNKNOWN,-,-,-,-
610,61.204,UNKNOWN,-,-,-,-
611,61.305,UNKNOWN,-,-,-,-
612,61.407,UNKNOWN,-,-,-,-
613,61.504,UNKNOWN,-,-,-,-
614,61.604,UNKNOWN,-,-,-,-
615,61.704,UNKNOWN,-,-,-,-
616,61.805,UNKNOWN,-,-,-,-
617,61.904,UNKNOWN,-,-,-,-
618,62.004,UNKNOWN,-,-,-,-
619,62.104,UNKNOWN,-,-,-,-
620,62.204,UNKNOWN,-,-,-,-
621,62.304,UNKNOWN,-,-,-,-
622,62.405,UNKNOWN,-,-,-,-
623,62.504,UNKNOWN,-,-,-,-
624,62.621,UNKNOWN,-,-,-,-
625,62.721,UNKNOWN,-,-,-,-
626,62.821,UNKNOWN,-,-,-,-
627,62.921,UNKNOWN,-,-,-,-
628,63.021,UNKNOWN,-,-,-,-
629,63.121,UNKNOWN,-,-,-,-
630,63.221,UNKNOWN,-,-,-,-
631,63.321,UNKNOWN,-,-,-,-
632,63.421,UNKNOWN,-,-,-,-
633,63.521,UNKNOWN,-,-,-,-
634,63.621,UNKNOWN,-,-,-,-
635,63.721,UNKNOWN,-,-,-,-
636,63.821,UNKNOWN,-,-,-,-
637,63.921,UNKNOWN,-,-,-,-
638,64.022,UNKNOWN,-,-,-,-
639,64.126,UNKNOWN,-,-,-,-
