step,elapsed_sec,scene,action_kind,action_key,action_ds_x,action_ds_y
60,6.028,UNKNOWN,-,-,-,-
61,6.127,UNKNOWN,-,-,-,-
62,6.227,UNKNOWN,-,-,-,-
63,6.327,UNKNOWN,-,-,-,-
64,6.428,UNKNOWN,-,-,-,-
65,6.544,UNKNOWN,-,-,-,-
66,6.644,UNKNOWN,-,-,-,-
67,6.744,UNKNOWN,-,-,-,-
68,6.843,UNKNOWN,-,-,-,-
69,6.944,UNKNOWN,-,-,-,-
70,7.043,UNKNOWN,-,-,-,-
71,7.143,UNKNOWN,-,-,-,-
72,7.244,UNKNOWN,-,-,-,-
73,7.344,UNKNOWN,-,-,-,-
74,7.444,UNKNOWN,-,-,-,-
75,7.544,UNKNOWN,-,-,-,-
76,7.644,UNKNOWN,-,-,-,-
77,7.744,UNKNOWN,-,-,-,-
78,7.844,UNKNOWN,-,-,-,-
79,7.944,UNKNOWN,-,-,-,-
80,8.043,UNKNOWN,-,-,-,-
81,8.197,UNKNOWN,key,a,,
82,8.296,UNKNOWN,key,a,,
83,8.396,UNKNOWN,key,a,,
84,8.496,UNKNOWN,key,a,,
85,8.595,UNKNOWN,key,a,,
86,8.695,UNKNOWN,key,a,,
87,8.795,UNKNOWN,key,a,,
88,8.895,UNKNOWN,key,a,,
89,8.995,UNKNOWN,key,a,,
90,9.095,UNKNOWN,key,a,,
91,9.195,UNKNOWN,key,a,,
92,9.295,UNKNOWN,key,a,,
93,9.395,UNKNOWN,key,a,,
94,9.495,UNKNOWN,key,a,,
95,9.595,UNKNOWN,key,a,,
96,9.695,UNKNOWN,key,a,,
97,9.795,UNKNOWN,key,a,,
98,9.895,UNKNOWN,key,a,,
99,9.995,UNKNOWN,key,a,,
100,10.094,UNKNOWN,key,a,,
101,10.195,UNKNOWN,key,a,,
102,10.295,UNKNOWN,key,z,,
103,10.395,UNKNOWN,key,a,,
104,10.495,UNKNOWN,key,z,,
105,10.595,UNKNOWN,key,a,,
106,10.695,UNKNOWN,key,z,,
107,10.795,UNKNOWN,key,a,,
108,10.895,UNKNOWN,key,z,,
109,10.995,UNKNOWN,key,a,,
110,11.095,UNKNOWN,key,z,,
111,11.195,UNKNOWN,key,a,,
112,11.295,UNKNOWN,key,z,,
113,11.395,UNKNOWN,key,a,,
114,11.495,UNKNOWN,key,z,,
115,11.595,UNKNOWN,key,a,,
116,11.695,UNKNOWN,key,z,,
117,11.795,UNKNOWN,key,a,,
118,11.895,UNKNOWN,key,z,,
119,11.996,UNKNOWN,key,a,,
120,12.095,UNKNOWN,key,z,,
121,12.195,UNKNOWN,key,a,,
122,12.312,UNKNOWN,key,z,,
123,12.412,UNKNOWN,key,a,,
124,12.512,UNKNOWN,key,z,,
125,12.612,UNKNOWN,key,a,,
126,12.713,UNKNOWN,key,z,,
127,12.812,UNKNOWN,key,a,,
128,12.912,UNKNOWN,key,z,,
129,13.012,UNKNOWN,key,a,,
130,13.112,UNKNOWN,key,z,,
131,13.212,UNKNOWN,key,a,,
132,13.312,UNKNOWN,key,a,,
133,13.412,UNKNOWN,key,z,,
134,13.512,UNKNOWN,key,a,,
135,13.612,UNKNOWN,key,a,,
136,13.712,UNKNOWN,key,z,,
137,13.812,UNKNOWN,key,a,,
138,13.912,UNKNOWN,key,a,,
139,14.013,UNKNOWN,key,z,,
140,14.112,UNKNOWN,key,a,,
141,14.212,UNKNOWN,key,a,,
142,14.312,UNKNOWN,key,z,,
143,14.412,UNKNOWN,key,a,,
144,14.512,UNKNOWN,key,a,,
145,14.614,UNKNOWN,key,z,,
146,14.712,UNKNOWN,key,a,,
147,14.812,UNKNOWN,key,a,,
148,14.912,UNKNOWN,key,z,,
149,15.012,UNKNOWN,key,a,,
150,15.112,UNKNOWN,key,a,,
151,15.212,UNKNOWN,key,z,,
152,15.311,UNKNOWN,key,a,,
153,15.412,UNKNOWN,key,a,,
154,15.512,UNKNOWN,key,z,,
155,15.612,UNKNOWN,key,a,,
156,15.712,UNKNOWN,key,a,,
157,15.812,UNKNOWN,key,z,,
158,15.912,UNKNOWN,key,a,,
159,16.012,UNKNOWN,key,a,,
160,16.112,UNKNOWN,key,z,,
161,16.212,UNKNOWN,key,a,,
162,16.312,UNKNOWN,key,a,,
163,16.412,UNKNOWN,key,a,,
164,16.512,UNKNOWN,key,z,,
165,16.612,UNKNOWN,key,a,,
166,16.712,UNKNOWN,key,a,,
167,16.812,UNKNOWN,key,a,,
168,16.912,UNKNOWN,key,z,,
169,17.012,UNKNOWN,key,a,,
170,17.111,UNKNOWN,key,a,,
171,17.212,UNKNOWN,key,a,,
172,17.311,UNKNOWN,key,z,,
173,17.412,UNKNOWN,key,a,,
174,17.512,UNKNOWN,key,a,,
175,17.612,UNKNOWN,key,a,,
176,17.712,UNKNOWN,key,z,,
177,17.812,UNKNOWN,key,a,,
178,17.912,UNKNOWN,key,a,,
179,18.03,UNKNOWN,key,a,,
180,18.129,UNKNOWN,key,z,,
181,18.229,UNKNOWN,key,a,,
182,18.329,UNKNOWN,key,x,,
183,18.429,UNKNOWN,key,a,,
184,18.529,UNKNOWN,key,a,,
185,18.629,UNKNOWN,key,z,,
186,18.729,UNKNOWN,key,a,,
187,18.829,UNKNOWN,key,x,,
188,18.929,UNKNOWN,key,a,,
189,19.029,UNKNOWN,key,a,,
190,19.129,UNKNOWN,key,z,,
191,19.229,UNKNOWN,key,a,,
192,19.329,UNKNOWN,key,x,,
193,19.429,UNKNOWN,key,a,,
194,19.529,UNKNOWN,key,a,,
195,19.629,UNKNOWN,key,z,,
196,19.729,UNKNOWN,key,a,,
197,19.829,UNKNOWN,key,x,,
198,19.929,UNKNOWN,key,a,,
199,20.029,UNKNOWN,key,a,,
200,20.129,UNKNOWN,key,z,,
201,20.229,UNKNOWN,key,a,,
202,20.329,UNKNOWN,key,x,,
203,20.429,UNKNOWN,key,a,,
204,20.529,UNKNOWN,key,a,,
205,20.629,UNKNOWN,key,z,,
206,20.73,UNKNOWN,key,a,,
207,20.829,UNKNOWN,key,x,,
208,20.929,UNKNOWN,key,a,,
209,21.029,UNKNOWN,key,a,,
210,21.129,UNKNOWN,key,z,,
211,21.229,UNKNOWN,key,a,,
212,21.329,UNKNOWN,key,x,,
213,21.429,UNKNOWN,key,a,,
214,21.529,UNKNOWN,key,a,,
215,21.629,UNKNOWN,key,z,,
216,21.729,UNKNOWN,key,a,,
217,21.829,UNKNOWN,key,x,,
218,21.929,UNKNOWN,key,a,,
219,22.029,UNKNOWN,key,a,,
220,22.129,UNKNOWN,key,z,,
221,22.229,UNKNOWN,key,a,,
222,22.329,UNKNOWN,key,x,,
223,22.429,UNKNOWN,key,a,,
224,22.529,UNKNOWN,key,a,,
225,22.629,UNKNOWN,key,z,,
226,22.729,UNKNOWN,key,a,,
227,22.829,UNKNOWN,key,x,,
228,22.929,UNKNOWN,key,a,,
229,23.029,UNKNOWN,key,a,,
230,23.128,UNKNOWN,key,z,,
231,23.229,UNKNOWN,key,a,,
232,23.329,UNKNOWN,key,x,,
233,23.429,UNKNOWN,key,a,,
234,23.53,UNKNOWN,key,a,,
235,23.645,UNKNOWN,key,z,,
236,23.745,UNKNOWN,key,a,,
237,23.845,UNKNOWN,key,x,,
238,23.945,UNKNOWN,key,a,,
239,24.046,UNKNOWN,key,a,,
240,24.146,UNKNOWN,key,z,,
241,24.245,UNKNOWN,key,a,,
242,24.346,UNKNOWN,key,x,,
243,24.449,UNKNOWN,key,a,,
244,24.546,UNKNOWN,key,a,,
245,24.646,UNKNOWN,key,z,,
246,24.746,UNKNOWN,key,a,,
247,24.846,UNKNOWN,key,x,,
248,24.946,UNKNOWN,key,a,,
249,25.046,UNKNOWN,key,a,,
250,25.146,UNKNOWN,key,z,,
251,25.246,UNKNOWN,key,a,,
252,25.345,UNKNOWN,key,x,,
253,25.448,UNKNOWN,key,a,,
254,25.546,UNKNOWN,key,a,,
255,25.645,UNKNOWN,key,z,,
256,25.746,UNKNOWN,key,a,,
257,25.846,UNKNOWN,key,x,,
258,25.946,UNKNOWN,key,a,,
259,26.045,UNKNOWN,key,a,,
260,26.147,UNKNOWN,key,z,,
261,26.246,UNKNOWN,key,a,,
262,26.346,UNKNOWN,key,x,,
263,26.446,UNKNOWN,key,a,,
264,26.546,UNKNOWN,key,a,,
265,26.646,UNKNOWN,key,z,,
266,26.746,UNKNOWN,key,a,,
267,26.847,UNKNOWN,key,x,,
268,26.946,UNKNOWN,key,a,,
269,27.046,UNKNOWN,key,a,,
270,27.147,UNKNOWN,key,z,,
271,27.246,UNKNOWN,key,a,,
272,27.346,UNKNOWN,key,x,,
273,27.448,UNKNOWN,key,a,,
274,27.547,UNKNOWN,key,a,,
275,27.647,UNKNOWN,key,z,,
276,27.747,UNKNOWN,key,a,,
277,27.846,UNKNOWN,key,x,,
278,27.946,UNKNOWN,key,a,,
279,28.046,UNKNOWN,key,a,,
280,28.146,UNKNOWN,key,z,,
281,28.246,UNKNOWN,key,a,,
282,28.346,UNKNOWN,key,x,,
283,28.446,UNKNOWN,key,a,,
284,28.546,UNKNOWN,key,a,,
285,28.646,UNKNOWN,key,z,,
286,28.746,UNKNOWN,key,a,,
287,28.846,UNKNOWN,key,x,,
288,28.946,UNKNOWN,key,a,,
289,29.046,UNKNOWN,key,a,,
290,29.146,UNKNOWN,key,z,,
291,29.246,UNKNOWN,key,a,,
292,29.346,UNKNOWN,key,x,,
293,29.445,UNKNOWN,key,a,,
294,29.547,UNKNOWN,key,a,,
295,29.663,UNKNOWN,key,z,,
296,29.762,UNKNOWN,key,a,,
297,29.863,UNKNOWN,key,x,,
298,29.963,UNKNOWN,key,a,,
299,30.063,UNKNOWN,key,a,,
300,30.163,UNKNOWN,key,z,,
301,30.264,UNKNOWN,key,a,,
302,30.362,UNKNOWN,key,x,,
303,30.463,UNKNOWN,key,a,,
304,30.563,UNKNOWN,key,a,,
305,30.662,UNKNOWN,key,z,,
306,30.763,UNKNOWN,key,a,,
307,30.863,UNKNOWN,key,x,,
308,30.962,UNKNOWN,key,a,,
309,31.063,UNKNOWN,key,a,,
310,31.162,UNKNOWN,key,z,,
311,31.264,UNKNOWN,key,a,,
312,31.363,UNKNOWN,key,x,,
313,31.464,UNKNOWN,key,a,,
314,31.563,UNKNOWN,key,a,,
315,31.662,UNKNOWN,key,z,,
316,31.763,UNKNOWN,key,a,,
317,31.863,UNKNOWN,key,x,,
318,31.963,UNKNOWN,key,a,,
319,32.063,UNKNOWN,key,a,,
320,32.163,UNKNOWN,key,z,,
321,32.262,UNKNOWN,key,a,,
322,32.363,UNKNOWN,key,x,,
323,32.462,UNKNOWN,key,a,,
324,32.563,UNKNOWN,key,a,,
325,32.662,UNKNOWN,key,z,,
326,32.762,UNKNOWN,key,a,,
327,32.862,UNKNOWN,key,x,,
328,32.962,UNKNOWN,key,a,,
329,33.063,UNKNOWN,key,a,,
330,33.162,UNKNOWN,key,z,,
331,33.263,UNKNOWN,key,a,,
332,33.362,UNKNOWN,key,x,,
333,33.463,UNKNOWN,key,a,,
334,33.562,UNKNOWN,key,a,,
335,33.663,UNKNOWN,key,z,,
336,33.763,UNKNOWN,key,a,,
337,33.862,UNKNOWN,key,x,,
338,33.963,UNKNOWN,key,a,,
339,34.062,UNKNOWN,key,a,,
340,34.162,UNKNOWN,key,z,,
341,34.262,UNKNOWN,key,x,,
342,34.363,UNKNOWN,key,a,,
343,34.462,UNKNOWN,key,x,,
344,34.564,UNKNOWN,key,a,,
345,34.662,UNKNOWN,key,a,,
346,34.763,UNKNOWN,key,z,,
347,34.862,UNKNOWN,key,x,,
348,34.962,UNKNOWN,key,a,,
349,35.079,UNKNOWN,key,x,,
350,35.179,UNKNOWN,key,a,,
351,35.279,UNKNOWN,key,a,,
352,35.379,UNKNOWN,key,z,,
353,35.479,UNKNOWN,key,x,,
354,35.579,UNKNOWN,key,a,,
355,35.68,UNKNOWN,key,x,,
356,35.779,UNKNOWN,key,a,,
357,35.879,UNKNOWN,key,a,,
358,35.98,UNKNOWN,key,x,,
359,36.081,UNKNOWN,key,z,,
360,36.18,UNKNOWN,key,x,,
361,36.279,UNKNOWN,key,a,,
362,36.379,UNKNOWN,key,x,,
363,36.481,UNKNOWN,key,a,,
364,36.58,UNKNOWN,key,a,,
365,36.68,UNKNOWN,key,x,,
366,36.78,UNKNOWN,key,z,,
367,36.881,UNKNOWN,key,x,,
368,36.98,UNKNOWN,key,a,,
369,37.079,UNKNOWN,key,x,,
370,37.179,UNKNOWN,key,a,,
371,37.28,UNKNOWN,key,a,,
372,37.38,UNKNOWN,key,x,,
373,37.479,UNKNOWN,key,z,,
374,37.58,UNKNOWN,key,x,,
375,37.679,UNKNOWN,key,a,,
376,37.78,UNKNOWN,key,x,,
377,37.88,UNKNOWN,key,a,,
378,37.98,UNKNOWN,key,a,,
379,38.079,UNKNOWN,key,x,,
380,38.181,UNKNOWN,key,z,,
381,38.279,UNKNOWN,key,x,,
382,38.38,UNKNOWN,key,a,,
383,38.479,UNKNOWN,key,x,,
384,38.58,UNKNOWN,key,a,,
385,38.68,UNKNOWN,key,a,,
386,38.779,UNKNOWN,key,x,,
387,38.879,UNKNOWN,key,z,,
388,38.981,UNKNOWN,key,x,,
389,39.079,UNKNOWN,key,a,,
390,39.18,UNKNOWN,key,x,,
391,39.279,UNKNOWN,key,a,,
392,39.38,UNKNOWN,key,a,,
393,39.481,UNKNOWN,key,x,,
394,39.579,UNKNOWN,key,z,,
395,39.679,UNKNOWN,key,x,,
396,39.779,UNKNOWN,key,a,,
397,39.896,UNKNOWN,key,x,,
398,39.996,UNKNOWN,key,a,,
399,40.096,UNKNOWN,key,a,,
400,40.196,UNKNOWN,key,x,,
401,40.296,UNKNOWN,key,z,,
402,40.396,UNKNOWN,key,x,,
403,40.496,UNKNOWN,key,a,,
404,40.596,UNKNOWN,key,x,,
405,40.696,UNKNOWN,key,a,,
406,40.796,UNKNOWN,key,a,,
407,40.896,UNKNOWN,key,x,,
408,40.996,UNKNOWN,key,z,,
409,41.096,UNKNOWN,key,x,,
410,41.196,UNKNOWN,key,a,,
411,41.296,UNKNOWN,key,x,,
412,41.396,UNKNOWN,key,a,,
413,41.496,UNKNOWN,key,a,,
414,41.596,UNKNOWN,key,x,,
415,41.696,UNKNOWN,key,z,,
416,41.797,UNKNOWN,key,x,,
417,41.896,UNKNOWN,key,a,,
418,41.996,UNKNOWN,key,x,,
419,42.096,UNKNOWN,key,a,,
420,42.196,UNKNOWN,key,a,,
421,42.296,UNKNOWN,key,x,,
422,42.396,UNKNOWN,key,z,,
423,42.496,UNKNOWN,key,x,,
424,42.596,UNKNOWN,key,a,,
425,42.696,UNKNOWN,key,x,,
426,42.797,UNKNOWN,key,a,,
427,42.896,UNKNOWN,key,a,,
428,42.996,UNKNOWN,key,x,,
429,43.096,UNKNOWN,key,left,,
430,43.196,UNKNOWN,key,z,,
431,43.297,UNKNOWN,key,x,,
432,43.396,UNKNOWN,key,a,,
433,43.497,UNKNOWN,key,x,,
434,43.596,UNKNOWN,key,a,,
435,43.696,UNKNOWN,key,down,,
436,43.796,UNKNOWN,key,a,,
437,43.897,UNKNOWN,key,x,,
438,43.996,UNKNOWN,key,left,,
439,44.096,UNKNOWN,key,z,,
440,44.196,UNKNOWN,key,x,,
441,44.296,UNKNOWN,key,down,,
442,44.396,UNKNOWN,key,a,,
443,44.496,UNKNOWN,key,x,,
444,44.596,UNKNOWN,key,a,,
445,44.696,UNKNOWN,key,down,,
446,44.797,UNKNOWN,key,a,,
447,44.897,UNKNOWN,key,x,,
448,45.014,UNKNOWN,key,left,,
449,45.113,UNKNOWN,key,down,,
450,45.214,UNKNOWN,key,z,,
451,45.313,UNKNOWN,key,x,,
452,45.413,UNKNOWN,key,down,,
453,45.513,UNKNOWN,key,a,,
454,45.613,UNKNOWN,key,down,,
455,45.713,UNKNOWN,key,x,,
456,45.813,UNKNOWN,key,a,,
457,45.913,UNKNOWN,key,down,,
458,46.013,UNKNOWN,key,down,,
459,46.114,UNKNOWN,key,a,,
460,46.213,UNKNOWN,key,x,,
461,46.313,UNKNOWN,key,left,,
462,46.413,UNKNOWN,key,down,,
463,46.513,UNKNOWN,key,z,,
464,46.613,UNKNOWN,key,down,,
465,46.713,UNKNOWN,key,x,,
466,46.813,UNKNOWN,key,down,,
467,46.913,UNKNOWN,key,down,,
468,47.013,UNKNOWN,key,a,,
469,47.114,UNKNOWN,key,down,,
470,47.213,UNKNOWN,key,x,,
471,47.313,UNKNOWN,key,a,,
472,47.413,UNKNOWN,key,down,,
473,47.513,UNKNOWN,key,down,,
474,47.614,UNKNOWN,key,a,,
475,47.713,UNKNOWN,key,x,,
476,47.813,UNKNOWN,key,down,,
477,47.913,UNKNOWN,key,z,,
478,48.013,UNKNOWN,key,x,,
479,48.113,UNKNOWN,key,down,,
480,48.212,UNKNOWN,key,a,,
481,48.313,UNKNOWN,key,down,,
482,48.413,UNKNOWN,key,x,,
483,48.513,UNKNOWN,key,a,,
484,48.613,UNKNOWN,key,down,,
485,48.713,UNKNOWN,key,up,,
486,48.813,UNKNOWN,key,down,,
487,48.913,UNKNOWN,key,a,,
488,49.013,UNKNOWN,key,x,,
489,49.113,UNKNOWN,key,up,,
490,49.213,UNKNOWN,key,down,,
491,49.313,UNKNOWN,key,z,,
492,49.413,UNKNOWN,key,up,,
493,49.513,UNKNOWN,key,x,,
494,49.613,UNKNOWN,key,down,,
495,49.714,UNKNOWN,key,up,,
496,49.813,UNKNOWN,key,a,,
497,49.913,UNKNOWN,key,down,,
498,50.013,UNKNOWN,key,x,,
499,50.113,UNKNOWN,key,a,,
500,50.214,UNKNOWN,key,down,,
501,50.313,UNKNOWN,key,up,,
502,50.412,UNKNOWN,key,down,,
503,50.513,UNKNOWN,key,a,,
504,50.631,UNKNOWN,key,x,,
505,50.73,UNKNOWN,key,up,,
506,50.83,UNKNOWN,key,down,,
507,50.93,UNKNOWN,key,z,,
508,51.03,UNKNOWN,key,x,,
509,51.13,UNKNOWN,key,down,,
510,51.23,UNKNOWN,key,up,,
511,51.33,UNKNOWN,key,a,,
512,51.43,UNKNOWN,key,down,,
513,51.53,UNKNOWN,key,x,,
514,51.63,UNKNOWN,key,a,,
515,51.73,UNKNOWN,key,down,,
516,51.83,UNKNOWN,key,up,,
517,51.93,UNKNOWN,key,down,,
518,52.03,UNKNOWN,key,a,,
519,52.13,UNKNOWN,key,x,,
520,52.23,UNKNOWN,key,up,,
521,52.33,UNKNOWN,key,down,,
522,52.429,UNKNOWN,key,z,,
523,52.53,UNKNOWN,key,z,,
524,52.63,UNKNOWN,key,x,,
525,52.73,UNKNOWN,key,down,,
526,52.83,UNKNOWN,key,up,,
527,52.929,UNKNOWN,key,a,,
528,53.03,UNKNOWN,key,down,,
529,53.13,UNKNOWN,key,x,,
530,53.231,UNKNOWN,key,a,,
531,53.331,UNKNOWN,key,down,,
532,53.43,UNKNOWN,key,up,,
533,53.531,UNKNOWN,key,down,,
534,53.631,UNKNOWN,key,a,,
535,53.73,UNKNOWN,key,x,,
536,53.83,UNKNOWN,key,up,,
537,53.93,UNKNOWN,key,down,,
538,54.03,UNKNOWN,key,z,,
539,54.131,UNKNOWN,key,z,,
540,54.23,UNKNOWN,key,x,,
541,54.33,UNKNOWN,key,down,,
542,54.431,UNKNOWN,key,up,,
543,54.53,UNKNOWN,key,a,,
544,54.63,UNKNOWN,key,down,,
545,54.73,UNKNOWN,key,x,,
546,54.83,UNKNOWN,key,a,,
547,54.93,UNKNOWN,key,down,,
548,55.03,UNKNOWN,key,up,,
549,55.131,UNKNOWN,key,down,,
550,55.23,UNKNOWN,key,a,,
551,55.331,UNKNOWN,key,x,,
552,55.431,UNKNOWN,key,up,,
553,55.53,UNKNOWN,key,down,,
554,55.63,UNKNOWN,key,z,,
555,55.731,UNKNOWN,key,z,,
556,55.83,UNKNOWN,key,x,,
557,55.931,UNKNOWN,key,down,,
558,56.047,UNKNOWN,key,up,,
559,56.147,UNKNOWN,key,a,,
560,56.247,UNKNOWN,key,down,,
561,56.348,UNKNOWN,key,x,,
562,56.447,UNKNOWN,key,a,,
563,56.547,UNKNOWN,key,down,,
564,56.647,UNKNOWN,key,up,,
565,56.746,UNKNOWN,key,down,,
566,56.847,UNKNOWN,key,a,,
567,56.946,UNKNOWN,key,x,,
568,57.048,UNKNOWN,key,up,,
569,57.146,UNKNOWN,key,down,,
570,57.246,UNKNOWN,key,z,,
571,57.347,UNKNOWN,key,z,,
572,57.447,UNKNOWN,key,x,,
573,57.547,UNKNOWN,key,down,,
574,57.647,UNKNOWN,key,up,,
575,57.747,UNKNOWN,key,a,,
576,57.847,UNKNOWN,key,down,,
577,57.947,UNKNOWN,key,x,,
578,58.047,UNKNOWN,key,a,,
579,58.147,UNKNOWN,key,down,,
580,58.247,UNKNOWN,key,up,,
581,58.348,UNKNOWN,key,down,,
582,58.447,UNKNOWN,key,a,,
583,58.547,UNKNOWN,key,x,,
584,58.647,UNKNOWN,key,up,,
585,58.747,UNKNOWN,key,down,,
586,58.847,UNKNOWN,key,z,,
587,58.947,UNKNOWN,key,z,,
588,59.047,UNKNOWN,key,x,,
589,59.149,UNKNOWN,key,down,,
590,59.248,UNKNOWN,key,up,,
591,59.347,UNKNOWN,key,a,,
592,59.447,UNKNOWN,key,down,,
593,59.547,UNKNOWN,key,x,,
594,59.647,UNKNOWN,key,a,,
595,59.747,UNKNOWN,key,down,,
596,59.847,UNKNOWN,key,up,,
597,59.947,UNKNOWN,key,down,,
598,60.047,UNKNOWN,key,a,,
599,60.147,UNKNOWN,key,x,,
600,60.248,UNKNOWN,key,up,,
601,60.347,UNKNOWN,key,down,,
602,60.448,UNKNOWN,key,z,,
603,60.547,UNKNOWN,key,z,,
604,60.647,UNKNOWN,key,x,,
605,60.747,UNKNOWN,key,down,,
606,60.847,UNKNOWN,key,up,,
607,60.947,UNKNOWN,key,a,,
608,61.048,UNKNOWN,key,down,,
609,61.147,UNKNOWN,key,x,,
610,61.248,UNKNOWN,key,a,,
611,61.364,UNKNOWN,key,down,,
612,61.464,UNKNOWN,key,up,,
613,61.564,UNKNOWN,key,down,,
614,61.664,UNKNOWN,key,a,,
615,61.764,UNKNOWN,key,x,,
616,61.866,UNKNOWN,key,up,,
617,61.965,UNKNOWN,key,down,,
618,62.064,UNKNOWN,key,z,,
619,62.165,UNKNOWN,key,z,,
620,62.265,UNKNOWN,key,x,,
621,62.364,UNKNOWN,key,down,,
622,62.463,UNKNOWN,key,up,,
623,62.564,UNKNOWN,key,a,,
624,62.664,UNKNOWN,key,down,,
625,62.763,UNKNOWN,key,x,,
626,62.863,UNKNOWN,key,a,,
627,62.964,UNKNOWN,key,down,,
628,63.064,UNKNOWN,key,up,,
629,63.164,UNKNOWN,key,down,,
630,63.263,UNKNOWN,key,a,,
631,63.364,UNKNOWN,key,x,,
632,63.464,UNKNOWN,key,up,,
633,63.564,UNKNOWN,key,down,,
634,63.664,UNKNOWN,key,z,,
635,63.764,UNKNOWN,key,z,,
636,63.864,UNKNOWN,key,x,,
637,63.963,UNKNOWN,key,down,,
638,64.064,UNKNOWN,key,up,,
639,64.164,UNKNOWN,key,a,,
640,64.263,UNKNOWN,key,down,,
641,64.364,UNKNOWN,key,x,,
642,64.463,UNKNOWN,key,a,,
643,64.564,UNKNOWN,key,down,,
644,64.664,UNKNOWN,key,up,,
645,64.763,UNKNOWN,key,down,,
646,64.864,UNKNOWN,key,a,,
647,64.964,UNKNOWN,key,x,,
648,65.064,UNKNOWN,key,up,,
649,65.165,UNKNOWN,key,down,,
650,65.265,UNKNOWN,key,z,,
651,65.364,UNKNOWN,key,z,,
652,65.464,UNKNOWN,key,x,,
653,65.564,UNKNOWN,key,down,,
654,65.664,UNKNOWN,key,up,,
655,65.764,UNKNOWN,key,a,,
656,65.864,UNKNOWN,key,down,,
657,65.964,UNKNOWN,key,x,,
658,66.064,UNKNOWN,key,a,,
659,66.164,UNKNOWN,key,down,,
660,66.264,UNKNOWN,key,up,,
661,66.364,UNKNOWN,key,down,,
662,66.464,UNKNOWN,key,a,,
663,66.581,UNKNOWN,key,x,,
664,66.683,UNKNOWN,key,up,,
665,66.781,UNKNOWN,key,down,,
666,66.88,UNKNOWN,key,z,,
667,66.982,UNKNOWN,key,z,,
668,67.081,UNKNOWN,key,x,,
669,67.18,UNKNOWN,key,down,,
670,67.282,UNKNOWN,key,up,,
671,67.381,UNKNOWN,key,a,,
672,67.481,UNKNOWN,key,down,,
673,67.581,UNKNOWN,key,x,,
674,67.682,UNKNOWN,key,a,,
675,67.782,UNKNOWN,key,down,,
676,67.88,UNKNOWN,key,up,,
677,67.981,UNKNOWN,key,down,,
678,68.083,UNKNOWN,key,a,,
679,68.181,UNKNOWN,key,x,,
680,68.281,UNKNOWN,key,up,,
681,68.381,UNKNOWN,key,down,,
682,68.481,UNKNOWN,key,z,,
683,68.581,UNKNOWN,key,z,,
684,68.682,UNKNOWN,key,x,,
685,68.781,UNKNOWN,key,down,,
686,68.881,UNKNOWN,key,up,,
687,68.98,UNKNOWN,key,a,,
