step,elapsed_sec,scene,action_kind,action_key,action_ds_x,action_ds_y
0,12.637,UNKNOWN,key,x,,
1,17.688,UNKNOWN,key,x,,
2,22.44,UNKNOWN,key,x,,
3,27.555,UNKNOWN,key,x,,
4,32.337,UNKNOWN,key,x,,
5,37.302,UNKNOWN,key,x,,
6,42.142,UNKNOWN,key,x,,
7,47.142,UNKNOWN,key,x,,
8,51.948,UNKNOWN,key,x,,
9,56.876,UNKNOWN,key,x,,
10,61.714,UNKNOWN,key,x,,
